#p01    #fam01  #n01    #color01
71773   1       2392    3
71783   1       2392    4
71839   1       2394    5
71927   1       2397    6
71951   1       2398    7
72163   1       2405    8
72239   1       2407    1
72281   1       2409    2
72409   1       2413    3
72437   1       2414    4
72473   1       2415    5
72553   1       2418    6
72611   1       2420    7
72941   1       2431    8
72943   1       2431    1
72947   1       2431    2
72979   1       2432    3
73109   1       2436    4
73163   1       2438    5
73271   1       2442    6
73333   1       2444    7
73457   1       2448    8
73549   1       2451    1
73601   1       2453    2
73723   1       2457    3
73853   1       2461    4
73931   1       2464    5
73967   1       2465    6
73979   1       2465    7
74113   1       2470    8
74119   1       2470    1
74261   1       2475    2
74477   1       2482    3
74503   1       2483    4
74543   1       2484    5
74591   1       2486    6
74689   1       2489    7
74849   1       2494    8
74893   1       2496    1
74921   1       2497    2
74987   1       2499    3
75233   1       2507    4
75251   1       2508    5
75259   1       2508    6
75283   1       2509    7
75497   1       2516    8
75581   1       2519    1
75673   1       2522    2
75719   1       2523    3
75829   1       2527    4
75911   1       2530    5
75923   1       2530    6
76007   1       2533    7
76063   1       2535    8
76241   1       2541    1
76399   1       2546    2
76453   1       2548    3
76517   1       2550    4
76571   1       2552    5
76589   1       2552    6
76613   1       2553    7
76843   1       2561    8
76901   1       2563    1
76969   1       2565    2
77027   1       2567    3
77231   1       2574    4
77233   1       2574    5
77303   1       2576    6
77459   1       2581    7
77537   1       2584    8
77539   1       2584    1
77561   1       2585    2
77623   1       2587    3
77891   1       2596    4
77993   1       2599    5
78013   1       2600    6
78047   1       2601    7
78109   1       2603    8
78221   1       2607    1
78329   1       2610    2
78403   1       2613    3
78551   1       2618    4
78557   1       2618    5
78679   1       2622    6
78683   1       2622    7
78793   1       2626    8
78881   1       2629    1
79067   1       2635    2
79183   1       2639    3
79199   1       2639    4
79211   1       2640    5
79249   1       2641    6
79373   1       2645    7
79541   1       2651    8
79573   1       2652    1
79577   1       2652    2
79819   1       2660    3
79871   1       2662    4
79963   1       2665    5
80063   1       2668    6
80069   1       2668    7
80087   1       2669    8
80201   1       2673    1
80353   1       2678    2
80389   1       2679    3
80531   1       2684    4
80597   1       2686    5
80743   1       2691    6
80753   1       2691    7
80861   1       2695    8
80939   1       2697    1
80959   1       2698    2
81107   1       2703    3
81133   1       2704    4
81191   1       2706    5
81443   1       2714    6
81521   1       2717    7
81523   1       2717    8
81529   1       2717    1
81617   1       2720    2
81809   1       2726    3
81851   1       2728    4
81913   1       2730    5
82099   1       2736    6
82127   1       2737    7
82133   1       2737    8
82181   1       2739    1
82303   1       2743    2
82511   1       2750    3
82637   1       2754    4
82669   1       2755    5
82679   1       2755    6
82693   1       2756    7
82823   1       2760    8
82841   1       2761    1
83083   1       2769    2
83147   1       2771    3
83171   1       2772    4
83239   1       2774    5
83473   1       2782    6
83501   1       2783    7
83513   1       2783    8
83549   1       2784    1
83657   1       2788    2
83809   1       2793    3
83831   1       2794    4
83863   1       2795    5
84161   1       2805    6
84167   1       2805    7
84203   1       2806    8
84253   1       2808    1
84379   1       2812    2
84419   1       2813    3
84491   1       2816    4
84643   1       2821    5
84677   1       2822    6
84821   1       2827    7
84893   1       2829    8
84949   1       2831    1
85033   1       2834    2
85151   1       2838    3
85187   1       2839    4
85289   1       2842    5
85423   1       2847    6
85481   1       2849    7
85519   1       2850    8
85583   1       2852    1
85697   1       2856    2
85811   1       2860    3
85813   1       2860    4
86089   1       2869    5
86141   1       2871    6
86159   1       2871    7
86203   1       2873    8
86207   1       2873    1
86273   1       2875    2
86471   1       2882    3
86593   1       2886    4
86659   1       2888    5
86717   1       2890    6
86801   1       2893    7
86963   1       2898    8
86983   1       2899    1
87029   1       2900    2
87131   1       2904    3
87227   1       2907    4
87229   1       2907    5
87373   1       2912    6
87461   1       2915    7
87653   1       2921    8
87737   1       2924    1
87763   1       2925    2
87791   1       2926    3
87799   1       2926    4
87899   1       2929    5
88121   1       2937    6
88153   1       2938    7
88247   1       2941    8
88343   1       2944    1
88369   1       2945    2
88451   1       2948    3
88543   1       2951    4
88757   1       2958    5
88769   1       2958    6
88781   1       2959    7
88933   1       2964    8
88939   1       2964    1
89033   1       2967    2
89111   1       2970    3
89267   1       2975    4
89323   1       2977    5
89441   1       2981    6
89509   1       2983    7
89639   1       2987    8
89713   1       2990    1
89723   1       2990    2
89771   1       2992    3
89777   1       2992    4
90079   1       3002    5
90101   1       3003    6
90103   1       3003    7
90287   1       3009    8
90413   1       3013    1
90431   1       3014    2
90493   1       3016    3
90509   1       3016    4
90649   1       3021    5
90761   1       3025    6
90797   1       3026    7
90883   1       3029    8
91091   1       3036    1
91103   1       3036    2
91219   1       3040    3
91273   1       3042    4
91307   1       3043    5
91379   1       3045    6
91421   1       3047    7
91663   1       3055    8
91751   1       3058    1
91789   1       3059    2
91793   1       3059    3
91817   1       3060    4
92053   1       3068    5
92081   1       3069    6
92249   1       3074    7
92327   1       3077    8
92359   1       3078    1
92411   1       3080    2
92443   1       3081    3
92483   1       3082    4
92741   1       3091    5
92833   1       3094    6
92837   1       3094    7
92929   1       3097    8
93071   1       3102    1
93119   1       3103    2
93173   1       3105    3
